orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
200394,2024-10-04,2024-10-14,Shipped,10393,1323.75,Credit Card
200395,2024-02-29,2024-03-09,Disputed,10247,2098.66,Credit Card
200396,2024-10-17,2024-10-21,Disputed,10460,6811.14,Credit Card
200397,2024-09-10,2024-09-15,Shipped,10985,1953.98,Credit Card
200398,2024-03-04,2024-03-12,Delivered,10627,911.31,COD
200399,2024-01-25,2024-01-29,Shipped,10757,7443.88,Bank Transfer
200400,2024-10-25,2024-11-04,Disputed,10040,2254.81,COD
200401,2024-01-30,2024-02-01,In Process,10401,7093.37,Credit Card
200402,2024-10-22,2024-10-28,Shipped,10906,4543.33,Invoice
200403,2024-04-25,2024-04-27,Cancelled,10504,4831.9,Bank Transfer
200404,2024-01-07,2024-01-10,Cancelled,10593,535.15,Bank Transfer
200405,2024-02-16,2024-02-18,In Process,10746,234.42,COD
200406,2024-10-24,2024-11-02,Disputed,10483,4456.52,Bank Transfer
200407,2024-03-18,2024-03-25,In Process,10082,4078.69,COD
200408,2024-03-11,2024-03-14,Disputed,10195,1700.76,Bank Transfer
200409,2024-07-21,2024-07-23,Delivered,10694,5183.21,Bank Transfer
200410,2024-05-09,2024-05-17,Shipped,10572,1441.28,Bank Transfer
200411,2024-03-07,2024-03-09,Delivered,10936,131.68,Bank Transfer
200412,2024-03-21,2024-03-27,Cancelled,10935,5513.74,COD
200413,2024-02-06,2024-02-10,In Process,10787,2528.74,Credit Card
200414,2024-10-08,2024-10-17,Delivered,10062,7315.73,Credit Card
200415,2024-09-25,2024-09-29,In Process,10765,2859.29,COD
200416,2024-08-22,2024-08-29,Shipped,10581,4423.91,Bank Transfer
200417,2024-01-14,2024-01-23,Shipped,10504,928.21,Bank Transfer
200418,2024-04-07,2024-04-15,Cancelled,10607,1667.72,Credit Card
200419,2024-03-26,2024-03-28,In Process,10773,1630.69,Bank Transfer
200420,2024-10-15,2024-10-21,Disputed,10291,5320.13,Credit Card
200421,2024-10-25,2024-10-31,Disputed,10962,5786.05,Credit Card
200422,2024-03-05,2024-03-12,Disputed,10343,5330.35,
200423,2024-03-16,2024-03-22,Delivered,10064,1134.05,COD
200424,2024-08-09,2024-08-18,Delivered,10151,2279.72,
200425,2024-09-19,2024-09-22,Cancelled,10704,714.99,Credit Card
200426,2024-08-29,2024-08-31,Cancelled,10711,4660.14,COD
200427,2024-09-29,2024-10-09,Disputed,10262,6845.8,Credit Card
200428,2024-06-09,2024-06-16,In Process,10127,5019.46,Invoice
200429,2024-08-10,2024-08-12,Shipped,10669,1983.16,Invoice
200430,2024-04-09,2024-04-16,Shipped,10798,6283.91,COD
200431,2024-01-26,2024-02-02,Delivered,10564,962.42,Invoice
200432,2024-08-27,2024-09-05,In Process,10845,5389.24,Invoice
200433,2024-08-27,2024-09-03,Shipped,10852,3646.58,Invoice
200434,2024-05-13,2024-05-15,Delivered,10671,3828.64,Invoice
200435,2024-04-12,2024-04-15,Cancelled,10879,759.17,COD
200436,2024-08-01,2024-08-08,Disputed,10405,684.15,Invoice
200437,2024-01-22,2024-01-27,Disputed,10755,5695.83,Credit Card
200438,2024-07-08,2024-07-12,Cancelled,10703,6719.31,Bank Transfer
200439,2024-08-20,2024-08-25,Shipped,10513,1279.11,Credit Card
200440,2024-08-10,2024-08-20,Delivered,10649,7399.98,Credit Card
200441,2024-09-07,2024-09-12,Disputed,10722,4050.94,Credit Card
200442,2024-03-24,2024-03-26,Delivered,10921,3214.7,COD
200443,2024-05-25,2024-06-03,Disputed,10621,1276.82,Credit Card
200444,2024-01-06,2024-01-08,Cancelled,10529,1495.11,Invoice
200445,2024-03-12,2024-03-19,In Process,10056,1830.11,Credit Card
200446,2024-06-03,2024-06-09,Shipped,10069,1946.47,Bank Transfer
200447,2024-08-13,2024-08-20,Cancelled,10744,1044.43,Invoice
200448,2024-03-13,2024-03-20,Delivered,10758,4134.03,Bank Transfer
200449,2024-06-11,2024-06-13,Cancelled,10181,4344.05,Invoice
200450,2024-04-10,2024-04-14,Cancelled,10930,5708.22,Bank Transfer
200451,2024-08-04,2024-08-14,Shipped,10502,6820.55,COD
200452,2024-10-09,2024-10-17,Shipped,10611,1924.15,Bank Transfer
200453,2024-07-14,2024-07-17,Delivered,10314,5607.72,COD
200454,2024-03-14,2024-03-21,Shipped,10960,2207.0,Invoice
200455,2024-05-17,2024-05-22,In Process,10418,4162.07,Bank Transfer
200456,2024-06-21,2024-07-01,In Process,10609,7224.38,Invoice
200457,2024-01-24,2024-02-02,Cancelled,10322,1848.26,Credit Card
200458,2024-01-27,2024-02-06,Disputed,10880,6605.04,Invoice
200459,2024-07-15,2024-07-23,Delivered,10846,163.63,COD
200460,2024-02-25,2024-03-03,Shipped,10459,4898.42,Credit Card
200461,2024-09-07,2024-09-10,In Process,10124,2393.22,Invoice
200462,2024-04-28,2024-05-05,Shipped,10444,2762.92,Invoice
200463,2024-10-20,2024-10-30,Disputed,10497,3978.89,COD
200464,2024-08-07,2024-08-09,Disputed,10963,778.4,Bank Transfer
200465,2024-09-23,2024-09-30,In Process,10714,452.29,Credit Card
200466,2024-01-13,2024-01-19,Cancelled,10702,1348.92,Invoice
200467,2024-08-05,2024-08-10,In Process,10453,5770.77,Invoice
200468,2024-02-10,2024-02-18,Disputed,10053,6487.3,Bank Transfer
200469,2024-03-01,2024-03-05,Delivered,10003,994.7,Credit Card
200470,2024-09-17,2024-09-25,Disputed,10076,210.51,Bank Transfer
200471,2024-01-02,2024-01-07,Shipped,10046,4744.65,COD
200472,2024-01-08,2024-01-15,In Process,10942,3421.6,COD
200473,2024-01-06,2024-01-15,Shipped,10572,4330.92,COD
200474,2024-01-28,2024-02-05,Shipped,10796,2480.35,Bank Transfer
200475,2024-05-25,2024-06-02,Cancelled,10090,1683.77,Bank Transfer
200476,2024-04-09,2024-04-11,Disputed,10297,5886.4,COD
200477,2024-08-18,2024-08-25,In Process,10098,5411.15,Credit Card
200478,2024-08-25,2024-09-02,Shipped,10111,6982.54,Bank Transfer
200479,2024-07-31,2024-08-04,Cancelled,10458,5999.44,COD
200480,2024-01-11,2024-01-20,Cancelled,10021,5803.25,Bank Transfer
200481,2024-09-16,2024-09-21,Cancelled,10101,6438.25,Credit Card
200482,2024-01-02,2024-01-07,Cancelled,10856,2838.6,Credit Card
200483,2024-03-19,2024-03-25,Shipped,10186,4246.36,COD
200484,2024-04-23,2024-04-25,Cancelled,10899,3076.56,Invoice
200485,2024-07-20,2024-07-22,Cancelled,10210,4359.69,Invoice
200486,2024-10-22,2024-10-25,Disputed,10025,390.93,Credit Card
200487,2024-06-14,2024-06-21,Disputed,10813,751.69,Invoice
200488,2024-01-23,2024-01-27,Disputed,10628,7054.45,COD
200489,2024-10-25,2024-10-27,Shipped,10402,3947.96,Bank Transfer
200490,2024-06-11,2024-06-20,Delivered,10542,1133.01,Invoice
200491,2024-03-18,2024-03-25,In Process,10910,5135.29,Invoice
200492,2024-04-29,2024-05-03,In Process,10932,897.56,Bank Transfer
200493,2024-08-10,2024-08-14,Cancelled,10030,6338.36,Invoice
200494,2024-07-21,2024-07-27,Shipped,10386,586.24,Credit Card
200495,2024-04-08,2024-04-15,Shipped,10543,3739.63,Bank Transfer
200496,2024-09-05,2024-09-11,Delivered,10519,6410.93,COD
200497,2024-06-19,2024-06-24,Disputed,10376,6046.47,COD
200498,2024-05-06,2024-05-10,Shipped,10753,590.93,Bank Transfer
200499,2024-03-12,2024-03-14,In Process,10394,1338.81,COD
200500,2024-10-27,2024-10-31,Shipped,10571,1978.83,Invoice
200501,2024-02-23,2024-03-02,In Process,10530,4327.76,
200502,2024-02-05,2024-02-15,Shipped,10580,3406.22,Bank Transfer
200503,2024-04-18,2024-04-26,Disputed,10072,5377.23,Invoice
200504,2024-08-31,2024-09-08,Delivered,10821,3942.82,Invoice
200505,2024-03-18,2024-03-27,Disputed,10879,1820.99,Invoice
200506,2024-05-04,2024-05-06,Disputed,10174,929.21,Credit Card
200507,2024-02-24,2024-03-05,Shipped,10513,635.34,COD
200508,2024-02-24,2024-03-02,In Process,10095,6460.28,Invoice
200509,2024-03-31,2024-04-09,Shipped,10714,4145.08,Invoice
200510,2024-04-18,2024-04-22,Delivered,10670,2240.22,Invoice
200511,2024-07-05,2024-07-09,Cancelled,10300,3149.96,COD
200512,2024-09-18,2024-09-27,Cancelled,10516,4301.22,Invoice
200513,2024-07-09,2024-07-19,Shipped,10217,4509.17,COD
200514,2024-08-17,2024-08-23,Shipped,10573,5888.32,Invoice
200515,2024-06-12,2024-06-15,Delivered,10838,7058.78,COD
200516,2024-04-18,2024-04-27,Delivered,10235,5872.15,Invoice
200517,2024-05-04,2024-05-09,In Process,10905,2305.66,COD
200518,2024-01-10,2024-01-15,Disputed,10410,1084.73,
200519,2024-10-17,2024-10-19,Cancelled,10216,1621.99,Credit Card
200520,2024-02-09,2024-02-11,Disputed,10272,3601.47,Credit Card
200521,2024-04-19,2024-04-28,Cancelled,10022,780.63,COD
200522,2024-02-29,2024-03-05,Delivered,10312,3094.36,Invoice
200523,2024-02-18,2024-02-22,Delivered,10371,7303.41,Invoice
200524,2024-09-01,2024-09-05,Disputed,10658,1797.04,Bank Transfer
200525,2024-10-20,2024-10-25,Disputed,10609,700.1,COD
200526,2024-09-07,2024-09-10,Cancelled,10824,4069.21,Bank Transfer
200527,2024-03-19,2024-03-29,In Process,10101,6894.68,Bank Transfer
200528,2024-09-19,2024-09-22,In Process,10371,7481.61,COD
200529,2024-01-01,2024-01-03,Cancelled,10447,3991.23,Invoice
200530,2024-01-08,2024-01-16,Disputed,10256,2296.82,COD
200531,2024-05-07,2024-05-10,Cancelled,10957,4333.62,Bank Transfer
200532,2024-02-24,2024-02-29,Disputed,10211,2187.56,COD
200533,2024-04-11,2024-04-16,In Process,10856,2754.06,Credit Card
200534,2024-03-14,2024-03-16,Delivered,10879,855.57,Bank Transfer
200535,2024-02-24,2024-02-29,Shipped,10530,2342.6,Bank Transfer
200536,2024-03-12,2024-03-22,Cancelled,10491,7001.05,Credit Card
200537,2024-05-22,2024-05-25,Delivered,10873,4387.73,Bank Transfer
200538,2024-09-03,2024-09-07,In Process,10976,6904.19,Invoice
200539,2024-04-04,2024-04-09,Cancelled,10183,6554.68,Bank Transfer
200540,2024-10-08,2024-10-13,In Process,10369,4522.16,Invoice
200541,2024-09-28,2024-10-01,Delivered,10929,6239.18,Invoice
200542,2024-09-18,2024-09-27,Shipped,10953,3240.41,Invoice
200543,2024-02-17,2024-02-19,Delivered,10205,834.68,Bank Transfer
200544,2024-04-28,2024-05-07,Cancelled,10430,4385.36,Credit Card
200545,2024-01-04,2024-01-14,Disputed,10988,4730.17,COD
200546,2024-05-15,2024-05-21,Cancelled,10321,5770.14,Bank Transfer
200547,2024-01-13,2024-01-22,Delivered,10054,7174.69,COD
200548,2024-01-22,2024-01-29,Disputed,10775,5055.51,
200549,2024-01-16,2024-01-26,Cancelled,10785,5125.39,COD
200550,2024-01-17,2024-01-23,Disputed,10153,4969.59,COD
200551,2024-08-26,2024-09-01,In Process,10633,6722.42,Bank Transfer
200552,2024-04-13,2024-04-18,Delivered,10114,1664.42,COD
200553,2024-02-13,2024-02-16,Cancelled,10175,3945.01,Invoice
200554,2024-07-22,2024-07-27,In Process,10191,7019.95,Bank Transfer
200555,2024-03-28,2024-04-07,Cancelled,10335,1381.23,Bank Transfer
200556,2024-09-02,2024-09-04,Disputed,10747,6523.2,COD
200557,2024-07-15,2024-07-19,Shipped,10938,6041.64,Bank Transfer
200558,2024-05-24,2024-05-29,Cancelled,10197,7180.68,Bank Transfer
200559,2024-09-04,2024-09-09,Delivered,10767,974.3,Bank Transfer
200560,2024-07-09,2024-07-15,Cancelled,10898,3833.24,Credit Card
200561,2024-05-10,2024-05-18,Delivered,10162,2515.96,Credit Card
200562,2024-04-25,2024-05-05,Cancelled,10928,2912.4,Invoice
200563,2024-05-09,2024-05-14,Disputed,10684,7421.58,Bank Transfer
200564,2024-06-09,2024-06-12,Cancelled,10776,6176.37,Credit Card
200565,2024-03-15,2024-03-22,In Process,10911,2355.35,COD
200566,2024-05-11,2024-05-18,In Process,10269,7239.5,Bank Transfer
200567,2024-06-20,2024-06-23,Delivered,10755,6022.89,Invoice
200568,2024-06-07,2024-06-13,Shipped,10928,4616.26,Invoice
200569,2024-10-12,2024-10-22,Disputed,10962,7380.16,Invoice
200570,2024-02-16,2024-02-21,Shipped,10465,4093.22,Bank Transfer
200571,2024-02-28,2024-03-07,Shipped,10099,111.78,Invoice
200572,2024-06-13,2024-06-21,Disputed,10078,2309.76,Bank Transfer
200573,2024-04-12,2024-04-20,Disputed,10012,5678.94,Credit Card
200574,2024-03-29,2024-04-01,Disputed,10332,6598.38,Invoice
200575,2024-04-27,2024-05-02,Delivered,10870,2846.08,Invoice
200576,2024-10-28,2024-11-07,Shipped,10244,4629.59,Invoice
200577,2024-02-19,2024-02-23,Disputed,10181,7371.46,Credit Card
200578,2024-02-06,2024-02-15,Cancelled,10569,7100.71,Credit Card
200579,2024-01-01,2024-01-08,Shipped,10012,3061.12,Bank Transfer
200580,2024-02-23,2024-03-04,In Process,10096,6941.31,Credit Card
200581,2024-05-01,2024-05-03,Delivered,10000,2794.68,COD
200582,2024-03-09,2024-03-19,Delivered,10987,1332.81,Invoice
200583,2024-10-09,2024-10-17,Delivered,10103,2737.26,Invoice
200584,2024-09-15,2024-09-20,Disputed,10350,4678.94,COD
200585,2024-06-12,2024-06-17,Delivered,10962,965.34,Bank Transfer
200586,2024-05-28,2024-05-31,Delivered,10460,6908.07,Bank Transfer
200587,2024-07-12,2024-07-17,Cancelled,10104,4476.11,Bank Transfer
200588,2024-08-19,2024-08-25,Shipped,10754,1025.38,COD
200589,2024-04-06,2024-04-15,Cancelled,10982,1179.76,COD
200590,2024-08-14,2024-08-24,Cancelled,10102,1870.04,Credit Card
200591,2024-02-16,2024-02-19,In Process,10608,5070.79,Invoice
200592,2024-07-05,2024-07-10,Shipped,10022,104.69,Bank Transfer
200593,2024-09-13,2024-09-15,Disputed,10805,5016.26,Bank Transfer
200594,2024-06-28,2024-07-08,Cancelled,10052,4837.84,Invoice
200595,2024-07-30,2024-08-03,In Process,10875,2244.01,Credit Card
200596,2024-03-16,2024-03-23,Delivered,10308,3712.85,Bank Transfer
200597,2024-03-28,2024-04-04,Disputed,10670,976.5,Credit Card
200598,2024-09-27,2024-10-02,In Process,10626,1749.16,Credit Card
200599,2024-05-12,2024-05-15,Delivered,10456,6032.88,Bank Transfer
200600,2024-07-31,2024-08-10,Delivered,10422,486.5,Credit Card
200601,2024-01-22,2024-01-27,Cancelled,10589,4978.19,Bank Transfer
200602,2024-06-24,2024-07-03,Delivered,10428,4767.52,Invoice
200603,2024-10-17,2024-10-24,In Process,10082,7313.81,COD
200604,2024-02-09,2024-02-13,Cancelled,10612,4448.43,Invoice
200605,2024-05-08,2024-05-13,Delivered,10365,2219.81,Invoice
200606,2024-03-24,2024-03-27,Cancelled,10746,5715.74,Bank Transfer
200607,2024-05-09,2024-05-14,Cancelled,10204,4508.78,Bank Transfer
200608,2024-09-11,2024-09-20,Disputed,10124,4876.27,Bank Transfer
200609,2024-04-09,2024-04-14,Shipped,10494,197.26,Credit Card
200610,2024-06-27,2024-07-01,In Process,10920,4430.61,Bank Transfer
200611,2024-08-07,2024-08-16,Disputed,10727,82.83,Bank Transfer
200612,2024-09-23,2024-10-02,Cancelled,10236,4556.97,
200613,2024-07-30,2024-08-09,Cancelled,10979,6685.27,
200614,2024-09-02,2024-09-08,Disputed,10629,6569.95,COD
200615,2024-04-30,2024-05-08,Disputed,10422,6357.93,Invoice
200616,2024-09-19,2024-09-22,Disputed,10465,5896.73,Bank Transfer
200617,2024-04-21,2024-04-24,Shipped,10530,995.26,Credit Card
200618,2024-02-18,2024-02-27,Shipped,10980,6215.2,Credit Card
200619,2024-09-07,2024-09-12,Cancelled,10041,7296.24,Credit Card
200620,2024-08-02,2024-08-12,Disputed,10894,5710.0,Credit Card
200621,2024-10-21,2024-10-25,Delivered,10152,3223.76,COD
200622,2024-03-07,2024-03-10,Disputed,10729,5262.91,COD
200623,2024-03-27,2024-04-02,Disputed,10665,3462.03,COD
200624,2024-08-15,2024-08-18,Disputed,10878,2824.37,Credit Card
200625,2024-09-16,2024-09-18,Delivered,10077,1226.48,Invoice
200626,2024-03-10,2024-03-19,Shipped,10893,6674.22,COD
200627,2024-08-31,2024-09-02,Delivered,10898,3288.52,Credit Card
200628,2024-01-01,2024-01-09,Disputed,10933,5814.83,COD
200629,2024-04-25,2024-05-01,Cancelled,10777,1748.66,Invoice
200630,2024-08-03,2024-08-06,In Process,10240,5568.44,COD
200631,2024-02-21,2024-02-25,Shipped,10254,1858.28,COD
200632,2024-06-23,2024-07-02,Shipped,10372,7223.56,Credit Card
200633,2024-03-20,2024-03-29,Shipped,10629,7327.63,COD
200634,2024-08-23,2024-09-01,Shipped,10194,6531.18,Invoice
200635,2024-03-29,2024-04-04,Delivered,10896,509.56,COD
200636,2024-06-19,2024-06-21,Disputed,10683,6847.25,COD
200637,2024-05-01,2024-05-05,Delivered,10182,870.25,Bank Transfer
200638,2024-06-17,2024-06-22,In Process,10384,2912.3,Invoice
200639,2024-06-25,2024-07-01,Cancelled,10473,1751.0,COD
200640,2024-09-28,2024-10-04,Delivered,10408,4825.19,Bank Transfer
200641,2024-02-11,2024-02-16,Shipped,10632,7099.4,Bank Transfer
200642,2024-03-20,2024-03-27,Cancelled,10412,5347.73,Credit Card
200643,2024-10-05,2024-10-10,In Process,10719,1788.75,Bank Transfer
200644,2024-02-20,2024-02-28,Delivered,10954,6736.87,Invoice
200645,2024-09-28,2024-10-06,Delivered,10654,6700.32,Bank Transfer
200646,2024-09-01,2024-09-11,Disputed,10402,241.16,COD
200647,2024-06-17,2024-06-20,Cancelled,10500,1545.82,Credit Card
200648,2024-10-15,2024-10-23,Cancelled,10724,5751.02,Credit Card
200649,2024-07-30,2024-08-03,Cancelled,10485,2058.83,Bank Transfer
200650,2024-07-09,2024-07-14,In Process,10943,3234.15,Credit Card
200651,2024-06-27,2024-06-29,Cancelled,10947,7357.22,Credit Card
200652,2024-02-11,2024-02-18,Disputed,10284,5085.14,Bank Transfer
200653,2024-02-11,2024-02-19,In Process,10008,2068.33,Invoice
200654,2024-01-16,2024-01-19,Disputed,10880,4723.79,Invoice
200655,2024-04-06,2024-04-10,Cancelled,10659,3859.3,Credit Card
200656,2024-09-24,2024-10-02,Cancelled,10997,5340.31,Invoice
200657,2024-04-16,2024-04-25,Shipped,10850,1696.4,COD
200658,2024-02-26,2024-03-03,Shipped,10621,5369.06,COD
200659,2024-07-06,2024-07-08,In Process,10141,3129.33,Invoice
200660,2024-02-27,2024-03-08,Delivered,10849,2313.94,Credit Card
200661,2024-10-11,2024-10-14,Cancelled,10427,2225.82,Invoice
200662,2024-01-31,2024-02-03,Shipped,10627,3662.56,Invoice
200663,2024-07-19,2024-07-27,In Process,10247,3093.72,Invoice
200664,2024-05-24,2024-05-30,Delivered,10647,5760.28,Invoice
200665,2024-08-29,2024-09-04,In Process,10797,1246.53,Credit Card
200666,2024-03-15,2024-03-17,Cancelled,10033,6410.98,COD
200667,2024-06-01,2024-06-04,Disputed,10629,6710.28,Bank Transfer
200668,2024-03-06,2024-03-12,In Process,10187,2866.53,Invoice
200669,2024-07-12,2024-07-17,Disputed,10410,3571.61,Bank Transfer
200670,2024-05-29,2024-06-08,Shipped,10676,2370.51,Invoice
200671,2024-05-31,2024-06-03,Shipped,10588,530.58,Invoice
200672,2024-01-30,2024-02-02,Delivered,10007,7202.07,Bank Transfer
200673,2024-06-12,2024-06-20,Cancelled,10506,639.1,Bank Transfer
200674,2024-08-18,2024-08-23,In Process,10055,5078.9,Bank Transfer
200675,2024-10-01,2024-10-06,Shipped,10692,2948.34,COD
200676,2024-08-07,2024-08-09,Cancelled,10798,4698.91,Bank Transfer
200677,2024-05-22,2024-05-30,Shipped,10177,386.38,COD
200678,2024-10-14,2024-10-22,Delivered,10144,235.82,COD
200679,2024-01-06,2024-01-13,Delivered,10700,7133.03,COD
200680,2024-05-15,2024-05-19,Disputed,10314,4822.91,Invoice
200681,2024-04-29,2024-05-05,In Process,10701,306.2,Invoice
200682,2024-01-30,2024-02-06,Disputed,10380,3873.98,Bank Transfer
200683,2024-06-11,2024-06-16,Cancelled,10548,4860.99,COD
200684,2024-06-16,2024-06-19,Delivered,10432,7273.51,Invoice
200685,2024-04-27,2024-05-02,Cancelled,10974,2010.15,Credit Card
200686,2024-02-08,2024-02-18,Cancelled,10758,3088.41,COD
200687,2024-03-28,2024-03-30,Cancelled,10390,2165.37,Credit Card
200688,2024-10-18,2024-10-27,Disputed,10616,2213.26,Invoice
200689,2024-03-11,2024-03-16,Disputed,10229,259.63,COD
200690,2024-02-27,2024-03-08,In Process,10729,5826.43,Credit Card
200691,2024-03-08,2024-03-11,Disputed,10754,5937.83,Bank Transfer
200692,2024-09-15,2024-09-23,Delivered,10946,2521.79,Invoice
200693,2024-09-07,2024-09-15,Cancelled,10610,6789.9,Invoice
200694,2024-10-24,2024-11-01,In Process,10550,1437.06,COD
200695,2024-09-18,2024-09-22,Cancelled,10971,6755.89,Invoice
200696,2024-02-22,2024-03-01,Delivered,10984,3546.94,COD
200697,2024-08-14,2024-08-17,Delivered,10903,4778.42,COD
200698,2024-06-10,2024-06-14,Cancelled,10580,4390.52,COD
200699,2024-06-25,2024-07-02,Cancelled,10617,5065.94,COD
200700,2024-08-10,2024-08-15,Disputed,10983,3065.75,Invoice
200701,2024-05-11,2024-05-20,Delivered,10431,4420.38,Bank Transfer
200702,2024-05-08,2024-05-17,Cancelled,10722,6971.5,Credit Card
200703,2024-10-08,2024-10-14,Cancelled,10643,196.11,COD
200704,2024-04-08,2024-04-16,In Process,10702,4156.76,Bank Transfer
200705,2024-03-23,2024-03-26,Disputed,10382,4307.32,COD
200706,2024-09-28,2024-10-06,Cancelled,10528,4786.47,COD
200707,2024-06-19,2024-06-22,In Process,10413,1710.12,COD
200708,2024-01-19,2024-01-23,Disputed,10328,1675.53,Bank Transfer
200709,2024-07-09,2024-07-19,Shipped,10936,1300.28,COD
200710,2024-06-14,2024-06-20,Delivered,10019,6430.97,Invoice
200711,2024-02-12,2024-02-22,Shipped,10303,6720.3,Bank Transfer
200712,2024-05-02,2024-05-09,Disputed,10667,3442.94,COD
200713,2024-02-11,2024-02-16,In Process,10909,1288.15,Credit Card
200714,2024-10-08,2024-10-17,Cancelled,10990,3513.63,Credit Card
200715,2024-09-04,2024-09-14,In Process,10510,419.4,Bank Transfer
200716,2024-07-14,2024-07-21,Cancelled,10747,5457.18,Invoice
200717,2024-02-19,2024-02-25,Disputed,10867,7117.52,Bank Transfer
200718,2024-03-11,2024-03-18,Disputed,10223,804.54,COD
200719,2024-02-03,2024-02-09,Delivered,10886,910.8,COD
200720,2024-10-15,2024-10-21,Disputed,10399,5605.59,Bank Transfer
200721,2024-10-24,2024-10-28,Disputed,10330,2904.69,Bank Transfer
200722,2024-10-11,2024-10-20,Shipped,10317,6694.88,COD
200723,2024-09-27,2024-09-29,Disputed,10420,6865.02,Credit Card
200724,2024-04-06,2024-04-14,Disputed,10263,4176.51,Credit Card
200725,2024-04-04,2024-04-10,Delivered,10578,4932.34,Credit Card
200726,2024-03-03,2024-03-10,Disputed,10972,5462.36,Bank Transfer
200727,2024-10-03,2024-10-12,Disputed,10590,288.79,Bank Transfer
200728,2024-10-02,2024-10-06,Disputed,10521,1882.74,Invoice
