orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
200395,2024-06-03,2024-06-13,In Process,10482,3339.33,Invoice
200396,2024-01-01,2024-01-04,Delivered,10707,5467.69,Bank Transfer
200397,2024-04-07,2024-04-16,Shipped,10049,3241.08,Credit Card
200398,2024-10-16,2024-10-25,Cancelled,10259,3545.17,Bank Transfer
200399,2024-10-04,2024-10-13,In Process,10253,3288.5,Credit Card
200400,2024-09-13,2024-09-22,Cancelled,10786,5757.97,
200401,2024-06-24,2024-06-27,Delivered,10808,4709.87,Bank Transfer
200402,2024-04-02,2024-04-10,Disputed,10093,2123.62,COD
200403,2024-09-30,2024-10-08,Disputed,10384,382.97,Bank Transfer
200404,2024-02-14,2024-02-21,Delivered,10768,1403.08,COD
200405,2024-06-29,2024-07-09,Delivered,10809,4019.22,COD
200406,2024-05-30,2024-06-06,In Process,10084,6847.0,COD
200407,2024-06-27,2024-07-05,Cancelled,10821,3227.85,Bank Transfer
200408,2024-08-28,2024-08-30,Disputed,10370,4866.88,Bank Transfer
200409,2024-10-10,2024-10-19,Disputed,10388,6666.99,COD
200410,2024-04-29,2024-05-04,Delivered,10806,5288.48,COD
200411,2024-04-01,2024-04-10,Delivered,10781,7196.47,Bank Transfer
200412,2024-03-21,2024-03-26,Cancelled,10312,2627.29,COD
200413,2024-07-15,2024-07-22,Delivered,10589,1672.81,COD
200414,2024-05-14,2024-05-23,Delivered,10958,2923.41,Credit Card
200415,2024-08-01,2024-08-04,Delivered,10181,3201.81,Bank Transfer
200416,2024-07-08,2024-07-17,Delivered,10582,4468.68,
200417,2024-10-11,2024-10-16,Shipped,10548,146.59,Invoice
200418,2024-04-28,2024-05-06,Delivered,10404,4771.3,Credit Card
200419,2024-07-05,2024-07-13,Cancelled,10656,1154.62,Invoice
200420,2024-01-11,2024-01-21,Cancelled,10342,6095.16,Bank Transfer
200421,2024-07-13,2024-07-20,In Process,10807,1480.23,Bank Transfer
200422,2024-02-11,2024-02-21,Delivered,10492,2670.95,COD
200423,2024-10-10,2024-10-14,In Process,10099,2440.7,Credit Card
200424,2024-05-18,2024-05-26,Shipped,10623,3950.63,Credit Card
200425,2024-06-23,2024-07-01,Disputed,10160,3342.25,Bank Transfer
200426,2024-09-22,2024-09-30,Shipped,10021,2278.11,COD
200427,2024-01-10,2024-01-16,Shipped,10250,7033.72,Credit Card
200428,2024-09-25,2024-09-29,In Process,10380,5527.72,Bank Transfer
200429,2024-04-23,2024-04-28,Disputed,10268,6377.12,Bank Transfer
200430,2024-03-18,2024-03-27,Shipped,10087,2334.54,COD
200431,2024-04-27,2024-04-30,In Process,10093,5843.39,Bank Transfer
200432,2024-09-20,2024-09-22,Shipped,10271,2235.22,Bank Transfer
200433,2024-05-28,2024-06-07,In Process,10014,5884.5,Invoice
200434,2024-04-24,2024-05-01,Delivered,10706,4630.89,Credit Card
200435,2024-04-06,2024-04-13,In Process,10955,5881.98,Bank Transfer
200436,2024-02-06,2024-02-13,In Process,10001,1538.08,Credit Card
200437,2024-03-28,2024-04-02,Shipped,10070,1863.9,Invoice
200438,2024-10-20,2024-10-23,In Process,10365,6706.3,Bank Transfer
200439,2024-05-31,2024-06-09,Delivered,10856,5497.53,Credit Card
200440,2024-04-16,2024-04-19,Shipped,10095,3633.68,Credit Card
200441,2024-10-09,2024-10-18,Disputed,10973,2231.12,Credit Card
200442,2024-10-25,2024-11-01,Disputed,10575,1318.12,Credit Card
200443,2024-06-20,2024-06-22,Shipped,10640,4575.02,COD
200444,2024-08-09,2024-08-12,Delivered,10741,2256.63,Invoice
200445,2024-07-15,2024-07-19,Cancelled,10920,751.95,Invoice
200446,2024-05-04,2024-05-09,Cancelled,10301,5413.38,Credit Card
200447,2024-07-21,2024-07-28,Cancelled,10651,3344.69,COD
200448,2024-04-14,2024-04-23,Disputed,10011,2171.48,Invoice
200449,2024-06-03,2024-06-06,Disputed,10488,105.51,Credit Card
200450,2024-07-29,2024-07-31,Cancelled,10682,5729.04,Credit Card
200451,2024-03-18,2024-03-21,Shipped,10424,3062.58,Invoice
200452,2024-08-06,2024-08-16,In Process,10889,6314.56,Bank Transfer
200453,2024-01-28,2024-02-03,Delivered,10214,1334.24,Bank Transfer
200454,2024-05-30,2024-06-03,Disputed,10185,3685.53,Invoice
200455,2024-06-02,2024-06-04,Delivered,10312,1789.33,Invoice
200456,2024-09-27,2024-09-29,Disputed,10626,3026.54,Bank Transfer
200457,2024-04-13,2024-04-21,Disputed,10679,2186.13,COD
200458,2024-02-23,2024-02-25,Delivered,10890,3508.82,COD
200459,2024-06-25,2024-06-29,Disputed,10372,3349.23,Bank Transfer
200460,2024-05-10,2024-05-20,Disputed,10945,6175.3,COD
200461,2024-06-09,2024-06-13,Shipped,10385,6276.57,Credit Card
200462,2024-06-08,2024-06-11,Shipped,10210,833.63,Invoice
200463,2024-06-22,2024-06-25,Shipped,10680,6463.76,COD
200464,2024-01-05,2024-01-10,In Process,10285,2244.46,Credit Card
200465,2024-02-16,2024-02-18,Shipped,10211,2040.87,COD
200466,2024-03-27,2024-03-29,Shipped,10262,7104.38,Credit Card
200467,2024-01-12,2024-01-20,Disputed,10632,936.17,COD
200468,2024-08-23,2024-08-30,Delivered,10130,4329.4,Invoice
200469,2024-06-14,2024-06-18,Shipped,10441,5116.07,Credit Card
200470,2024-08-29,2024-09-03,Shipped,10273,4380.48,Credit Card
200471,2024-01-27,2024-01-30,Cancelled,10605,3774.63,COD
200472,2024-07-26,2024-08-04,Disputed,10617,3794.6,COD
200473,2024-07-01,2024-07-07,In Process,10954,2258.07,Invoice
200474,2024-06-19,2024-06-25,In Process,10441,6016.35,Bank Transfer
200475,2024-04-22,2024-04-26,Disputed,10372,3464.45,Credit Card
200476,2024-02-16,2024-02-24,Delivered,10010,5506.17,Credit Card
200477,2024-06-18,2024-06-28,Cancelled,10030,3542.0,COD
200478,2024-07-18,2024-07-27,Shipped,10252,3057.93,Credit Card
200479,2024-08-30,2024-09-02,Delivered,10606,3202.83,COD
200480,2024-05-19,2024-05-23,Shipped,10764,2464.69,COD
200481,2024-10-17,2024-10-27,Delivered,10465,2281.32,COD
200482,2024-08-03,2024-08-13,In Process,10878,6901.05,COD
200483,2024-09-15,2024-09-25,Delivered,10824,4015.23,COD
200484,2024-07-08,2024-07-18,In Process,10598,6047.06,Credit Card
200485,2024-01-20,2024-01-25,Delivered,10312,6512.6,
200486,2024-09-10,2024-09-14,In Process,10880,3869.46,COD
200487,2024-04-19,2024-04-21,Cancelled,10732,1530.44,Credit Card
200488,2024-02-01,2024-02-08,Shipped,10830,5872.13,COD
200489,2024-10-01,2024-10-06,Cancelled,10133,4987.81,Credit Card
200490,2024-10-25,2024-11-04,Cancelled,10952,4467.05,Bank Transfer
200491,2024-10-08,2024-10-16,In Process,10309,6295.13,Bank Transfer
200492,2024-08-06,2024-08-08,Delivered,10088,6820.31,Invoice
200493,2024-05-20,2024-05-27,Delivered,10654,4737.09,Credit Card
200494,2024-04-23,2024-04-30,Delivered,10802,7317.46,Credit Card
200495,2024-08-24,2024-09-01,Delivered,10672,2133.76,
200496,2024-09-24,2024-09-29,Shipped,10668,5337.84,COD
200497,2024-08-01,2024-08-03,In Process,10838,2535.34,Bank Transfer
200498,2024-10-20,2024-10-27,In Process,10220,5655.49,COD
200499,2024-07-05,2024-07-08,Shipped,10640,1164.71,COD
200500,2024-07-09,2024-07-18,Shipped,10791,4719.99,Invoice
200501,2024-04-01,2024-04-03,Disputed,10265,5106.49,Credit Card
200502,2024-01-08,2024-01-11,Disputed,10519,6586.95,Credit Card
200503,2024-03-05,2024-03-12,Shipped,10018,652.16,Credit Card
200504,2024-05-31,2024-06-06,Shipped,10416,3677.95,Bank Transfer
200505,2024-07-21,2024-07-25,In Process,10434,2429.43,Credit Card
200506,2024-03-13,2024-03-17,Delivered,10298,1448.8,Bank Transfer
200507,2024-01-30,2024-02-06,Delivered,10674,664.85,Credit Card
200508,2024-04-22,2024-04-24,Delivered,10558,5472.28,COD
200509,2024-07-29,2024-08-06,In Process,10752,3994.45,Bank Transfer
200510,2024-04-04,2024-04-08,Delivered,10730,5908.17,Invoice
200511,2024-04-20,2024-04-24,Shipped,10590,1713.31,COD
200512,2024-06-04,2024-06-14,Shipped,10943,2379.29,COD
200513,2024-03-02,2024-03-11,Cancelled,10040,4307.81,COD
200514,2024-01-31,2024-02-10,Cancelled,10539,6323.85,
200515,2024-07-04,2024-07-10,Disputed,10551,1332.78,Bank Transfer
200516,2024-03-10,2024-03-19,Delivered,10702,6014.3,Invoice
200517,2024-07-07,2024-07-15,Disputed,10572,1302.45,Invoice
200518,2024-04-13,2024-04-15,Cancelled,10055,2591.89,COD
200519,2024-05-31,2024-06-02,Cancelled,10563,1669.39,COD
200520,2024-09-12,2024-09-14,In Process,10018,6724.1,Credit Card
200521,2024-02-02,2024-02-09,Shipped,10278,6123.24,Credit Card
200522,2024-04-27,2024-05-06,Cancelled,10064,4154.84,
200523,2024-05-31,2024-06-02,Disputed,10020,4213.17,Bank Transfer
200524,2024-06-06,2024-06-11,In Process,10432,2875.45,Bank Transfer
200525,2024-02-08,2024-02-12,In Process,10164,1662.62,Credit Card
200526,2024-04-20,2024-04-27,In Process,10044,473.32,Bank Transfer
200527,2024-03-14,2024-03-23,Disputed,10009,4086.29,Credit Card
200528,2024-08-16,2024-08-23,Delivered,10555,5973.59,Invoice
200529,2024-02-20,2024-02-22,Shipped,10655,1173.03,Credit Card
200530,2024-07-15,2024-07-17,In Process,10031,5675.42,Invoice
200531,2024-09-27,2024-10-01,Disputed,10248,831.03,Invoice
200532,2024-04-22,2024-04-28,Disputed,10451,1087.22,COD
200533,2024-07-17,2024-07-26,Cancelled,10525,1541.99,Credit Card
200534,2024-08-05,2024-08-10,Shipped,10400,930.19,COD
200535,2024-04-21,2024-04-29,Disputed,10767,707.92,Credit Card
200536,2024-06-15,2024-06-24,Delivered,10765,3569.48,Bank Transfer
200537,2024-03-24,2024-03-31,Delivered,10180,6489.31,Bank Transfer
200538,2024-08-13,2024-08-17,In Process,10871,2527.01,COD
200539,2024-01-04,2024-01-06,Disputed,10188,5150.27,Credit Card
200540,2024-09-18,2024-09-28,Disputed,10514,6830.56,Bank Transfer
200541,2024-05-01,2024-05-05,Disputed,10974,4844.55,COD
200542,2024-10-17,2024-10-21,Disputed,10010,2602.22,COD
200543,2024-01-08,2024-01-14,Shipped,10758,6301.59,COD
200544,2024-02-05,2024-02-12,Delivered,10693,3771.2,Credit Card
200545,2024-09-05,2024-09-08,Disputed,10167,1258.08,Bank Transfer
200546,2024-07-20,2024-07-25,In Process,10359,6152.33,Bank Transfer
200547,2024-03-29,2024-04-08,Cancelled,10204,2520.22,Bank Transfer
200548,2024-03-25,2024-03-29,Delivered,10136,5388.43,Invoice
200549,2024-01-15,2024-01-19,In Process,10308,2792.18,COD
200550,2024-07-09,2024-07-14,Disputed,10634,1335.41,Invoice
200551,2024-06-23,2024-06-27,Cancelled,10523,6955.1,Bank Transfer
200552,2024-07-16,2024-07-18,Shipped,10264,6912.95,Bank Transfer
200553,2024-06-23,2024-07-02,Delivered,10968,4237.47,Credit Card
200554,2024-06-23,2024-06-29,In Process,10154,6011.19,Credit Card
200555,2024-09-25,2024-10-04,Disputed,10305,1174.48,Bank Transfer
200556,2024-08-02,2024-08-07,Delivered,10724,5521.41,COD
200557,2024-09-22,2024-09-28,In Process,10509,5035.54,Credit Card
200558,2024-09-21,2024-09-25,Cancelled,10986,1352.68,COD
200559,2024-07-17,2024-07-20,Disputed,10642,4882.94,Invoice
200560,2024-08-19,2024-08-22,In Process,10851,1039.79,Credit Card
200561,2024-07-03,2024-07-09,Delivered,10509,1800.8,Invoice
200562,2024-10-14,2024-10-22,Disputed,10266,5949.89,Credit Card
200563,2024-07-25,2024-08-03,In Process,10996,1420.55,COD
200564,2024-01-25,2024-02-04,Shipped,10197,3151.65,Credit Card
200565,2024-02-21,2024-02-27,Disputed,10765,1595.21,Credit Card
200566,2024-08-24,2024-08-31,In Process,10085,4614.68,Bank Transfer
200567,2024-10-08,2024-10-13,In Process,10362,4025.5,Credit Card
200568,2024-03-13,2024-03-20,Disputed,10237,4044.01,Invoice
200569,2024-05-05,2024-05-10,Cancelled,10416,1745.2,Bank Transfer
200570,2024-03-01,2024-03-05,Shipped,10903,4850.74,COD
200571,2024-03-11,2024-03-19,Delivered,10760,2313.06,Credit Card
200572,2024-09-23,2024-09-28,Disputed,10396,2076.35,COD
200573,2024-09-11,2024-09-18,Delivered,10099,1540.57,Credit Card
200574,2024-04-17,2024-04-19,Disputed,10461,4576.14,Credit Card
200575,2024-06-10,2024-06-19,Delivered,10091,4257.02,Invoice
200576,2024-03-09,2024-03-12,Delivered,10811,2864.51,Credit Card
200577,2024-01-02,2024-01-08,Delivered,10245,5053.64,Credit Card
200578,2024-02-20,2024-02-25,Disputed,10216,1133.87,COD
200579,2024-04-06,2024-04-10,In Process,10555,7072.3,Invoice
200580,2024-05-26,2024-05-28,In Process,10277,4450.7,Credit Card
200581,2024-05-30,2024-06-07,Cancelled,10551,650.69,Bank Transfer
200582,2024-09-19,2024-09-21,Delivered,10204,1178.9,Credit Card
200583,2024-10-24,2024-11-01,Delivered,10688,866.87,Bank Transfer
200584,2024-03-13,2024-03-23,In Process,10580,4464.12,Bank Transfer
200585,2024-05-14,2024-05-18,Delivered,10494,6472.57,Credit Card
200586,2024-04-12,2024-04-22,Delivered,10837,1058.19,Invoice
200587,2024-08-09,2024-08-19,Delivered,10083,3019.18,COD
200588,2024-04-13,2024-04-22,Shipped,10316,2692.94,COD
200589,2024-04-22,2024-04-28,Delivered,10372,5055.03,Bank Transfer
200590,2024-03-18,2024-03-21,Delivered,10377,3807.35,COD
200591,2024-09-24,2024-10-03,Cancelled,10880,2327.88,COD
200592,2024-05-02,2024-05-10,In Process,10210,6358.91,Bank Transfer
200593,2024-01-22,2024-01-31,Shipped,10554,551.86,Invoice
200594,2024-09-07,2024-09-17,In Process,10158,3318.52,Invoice
200595,2024-05-08,2024-05-11,In Process,10832,2107.89,Bank Transfer
200596,2024-08-03,2024-08-12,Shipped,10680,6932.41,COD
200597,2024-10-06,2024-10-15,Disputed,10156,6713.26,Invoice
200598,2024-10-15,2024-10-23,Disputed,10085,5822.65,Invoice
200599,2024-07-27,2024-08-01,In Process,10016,3712.95,COD
200600,2024-06-18,2024-06-23,Disputed,10629,7336.24,Invoice
200601,2024-09-08,2024-09-12,Delivered,10356,1421.16,Invoice
200602,2024-01-14,2024-01-16,Disputed,10351,6083.9,Credit Card
200603,2024-04-18,2024-04-21,In Process,10733,491.02,
200604,2024-07-02,2024-07-10,Cancelled,10714,2863.73,COD
200605,2024-05-12,2024-05-20,Shipped,10949,2156.19,Bank Transfer
200606,2024-05-13,2024-05-20,Cancelled,10940,4006.16,Bank Transfer
200607,2024-05-25,2024-06-02,Cancelled,10889,5360.92,COD
200608,2024-02-18,2024-02-24,Shipped,10468,6190.21,Credit Card
200609,2024-05-27,2024-06-04,Disputed,10475,4532.6,Credit Card
200610,2024-04-25,2024-05-01,In Process,10796,2853.22,COD
200611,2024-02-17,2024-02-27,Shipped,10517,3105.44,Invoice
200612,2024-06-17,2024-06-22,Delivered,10829,2351.93,Credit Card
200613,2024-04-01,2024-04-09,Cancelled,10188,2345.14,Invoice
200614,2024-04-21,2024-04-23,Cancelled,10736,4032.54,Bank Transfer
200615,2024-07-31,2024-08-06,Delivered,10923,2188.3,Bank Transfer
200616,2024-02-11,2024-02-14,Delivered,10860,3169.52,Credit Card
200617,2024-05-17,2024-05-20,In Process,10724,2329.68,Credit Card
200618,2024-07-03,2024-07-13,Shipped,10741,4539.29,Bank Transfer
200619,2024-05-06,2024-05-08,Shipped,10517,1474.68,Invoice
200620,2024-03-03,2024-03-09,In Process,10212,4042.01,Credit Card
200621,2024-08-02,2024-08-04,Cancelled,10443,5030.86,COD
200622,2024-03-20,2024-03-29,Delivered,10924,4432.85,Bank Transfer
200623,2024-01-29,2024-02-01,Cancelled,10192,3804.38,Credit Card
200624,2024-04-25,2024-04-30,Cancelled,10165,6378.66,Bank Transfer
200625,2024-08-12,2024-08-20,In Process,10804,5828.83,Credit Card
200626,2024-07-22,2024-07-26,Disputed,10111,3221.64,COD
200627,2024-06-24,2024-06-26,In Process,10783,1383.0,Invoice
200628,2024-03-03,2024-03-13,Delivered,10857,5195.81,Bank Transfer
200629,2024-08-13,2024-08-19,In Process,10263,2596.97,COD
200630,2024-09-06,2024-09-11,Cancelled,10835,3641.81,Invoice
200631,2024-07-23,2024-07-25,Delivered,10002,3381.15,Invoice
200632,2024-03-27,2024-04-02,Delivered,10345,4348.26,Credit Card
200633,2024-09-26,2024-09-29,Shipped,10367,5332.91,Invoice
200634,2024-08-09,2024-08-12,Delivered,10396,5648.9,COD
200635,2024-05-09,2024-05-18,Shipped,10388,1806.03,Invoice
200636,2024-03-05,2024-03-08,Disputed,10258,4941.0,COD
200637,2024-01-19,2024-01-21,Shipped,10323,3331.74,COD
200638,2024-08-26,2024-08-31,Delivered,10897,6320.74,Bank Transfer
200639,2024-03-26,2024-04-01,Cancelled,10126,3380.13,Invoice
200640,2024-02-29,2024-03-08,Delivered,10923,5248.49,Credit Card
200641,2024-04-23,2024-04-25,Shipped,10138,3908.43,Bank Transfer
200642,2024-01-12,2024-01-14,In Process,10261,5367.53,Invoice
200643,2024-07-24,2024-07-31,Cancelled,10065,7019.46,Credit Card
200644,2024-01-25,2024-01-28,Disputed,10492,3766.31,Invoice
200645,2024-07-16,2024-07-25,Disputed,10710,6036.33,Credit Card
200646,2024-02-07,2024-02-15,Delivered,10824,1521.48,Invoice
200647,2024-08-05,2024-08-12,In Process,10638,2498.84,Bank Transfer
200648,2024-08-26,2024-08-29,Delivered,10571,4390.5,Invoice
200649,2024-04-07,2024-04-11,Disputed,10691,4906.95,COD
200650,2024-05-06,2024-05-16,In Process,10050,2614.05,Bank Transfer
200651,2024-08-03,2024-08-11,Disputed,10397,5913.54,Invoice
200652,2024-03-11,2024-03-21,Cancelled,10498,1571.53,Bank Transfer
200653,2024-07-07,2024-07-16,Disputed,10523,3940.86,Credit Card
200654,2024-05-28,2024-06-07,In Process,10090,6873.58,
200655,2024-05-19,2024-05-25,Cancelled,10227,5093.16,Invoice
200656,2024-07-01,2024-07-08,In Process,10325,3180.07,Bank Transfer
200657,2024-05-10,2024-05-12,In Process,10056,4990.63,Credit Card
200658,2024-10-05,2024-10-14,Shipped,10386,2879.22,COD
200659,2024-10-27,2024-11-06,Shipped,10642,4273.55,Invoice
200660,2024-10-05,2024-10-11,Delivered,10309,5027.66,COD
200661,2024-04-28,2024-05-02,Disputed,10054,1268.54,Credit Card
200662,2024-09-23,2024-09-30,In Process,10754,5647.95,Bank Transfer
200663,2024-04-28,2024-05-01,In Process,10827,3966.32,COD
200664,2024-04-14,2024-04-19,Shipped,10707,561.3,Bank Transfer
200665,2024-04-30,2024-05-10,Cancelled,10668,1602.02,Invoice
200666,2024-10-05,2024-10-07,Cancelled,10579,6851.64,Bank Transfer
200667,2024-05-30,2024-06-05,Cancelled,10339,2039.9,Bank Transfer
200668,2024-08-07,2024-08-13,In Process,10258,1253.65,Credit Card
200669,2024-08-12,2024-08-16,Delivered,10173,2128.83,Invoice
200670,2024-05-27,2024-05-31,In Process,10530,4155.31,Bank Transfer
200671,2024-06-23,2024-06-26,Shipped,10378,4452.79,Credit Card
200672,2024-01-22,2024-01-24,In Process,10376,4779.8,COD
200673,2024-02-02,2024-02-12,Cancelled,10633,368.18,Bank Transfer
200674,2024-09-12,2024-09-17,In Process,10682,2492.73,COD
200675,2024-05-31,2024-06-09,Delivered,10723,4991.67,Bank Transfer
200676,2024-10-09,2024-10-19,Delivered,10468,4189.63,Invoice
200677,2024-09-03,2024-09-10,In Process,10064,5341.38,Invoice
200678,2024-04-02,2024-04-08,Cancelled,10004,3379.15,Invoice
200679,2024-05-28,2024-06-04,Delivered,10408,4304.84,Bank Transfer
200680,2024-04-27,2024-05-06,Delivered,10452,194.03,Invoice
200681,2024-06-30,2024-07-09,In Process,10999,7369.5,Invoice
200682,2024-08-10,2024-08-14,Shipped,10020,5735.73,Credit Card
200683,2024-10-05,2024-10-12,In Process,10390,3988.79,Bank Transfer
200684,2024-03-07,2024-03-16,Shipped,10847,5254.7,Bank Transfer
200685,2024-06-24,2024-07-03,Delivered,10748,6940.63,Bank Transfer
200686,2024-03-04,2024-03-06,Disputed,10036,690.66,Invoice
200687,2024-06-24,2024-06-26,Delivered,10462,1613.11,COD
200688,2024-03-24,2024-03-30,Shipped,10292,6398.86,Bank Transfer
200689,2024-09-07,2024-09-10,Delivered,10380,5111.43,Bank Transfer
200690,2024-10-25,2024-10-29,Delivered,10910,4386.18,
200691,2024-01-25,2024-01-30,Delivered,10794,5005.17,Invoice
200692,2024-10-14,2024-10-24,Cancelled,10621,3786.53,Credit Card
200693,2024-04-13,2024-04-22,Delivered,10482,3098.81,Credit Card
200694,2024-10-16,2024-10-24,Delivered,10868,2646.8,Bank Transfer
200695,2024-07-23,2024-07-27,Disputed,10939,721.5,Invoice
200696,2024-02-03,2024-02-10,Delivered,10046,6203.67,Credit Card
200697,2024-10-27,2024-11-05,Disputed,10139,4457.39,COD
200698,2024-09-29,2024-10-08,Cancelled,10435,5194.6,Credit Card
200699,2024-04-28,2024-04-30,In Process,10677,2472.11,COD
200700,2024-07-20,2024-07-22,In Process,10986,7048.56,COD
200701,2024-08-13,2024-08-20,In Process,10056,751.28,Bank Transfer
200702,2024-04-28,2024-05-02,In Process,10102,6440.17,Invoice
200703,2024-02-08,2024-02-12,Disputed,10089,4196.13,Invoice
200704,2024-06-24,2024-06-28,Cancelled,10551,6340.11,Credit Card
200705,2024-02-08,2024-02-14,Disputed,10954,3648.32,Credit Card
200706,2024-05-02,2024-05-07,Disputed,10022,4626.78,Credit Card
200707,2024-06-05,2024-06-13,In Process,10503,6321.6,COD
200708,2024-01-10,2024-01-12,In Process,10603,3435.47,Invoice
200709,2024-06-19,2024-06-23,Cancelled,10349,2268.54,Bank Transfer
200710,2024-07-02,2024-07-10,Disputed,10566,260.61,Invoice
200711,2024-10-18,2024-10-26,Shipped,10128,3947.65,Bank Transfer
200712,2024-08-30,2024-09-05,Disputed,10821,4985.68,Invoice
200713,2024-10-14,2024-10-16,Cancelled,10292,6880.34,COD
200714,2024-10-02,2024-10-09,Disputed,10735,2253.27,Bank Transfer
200715,2024-03-15,2024-03-18,In Process,10516,1761.33,COD
200716,2024-07-06,2024-07-12,In Process,10472,1765.94,Credit Card
200717,2024-05-26,2024-05-28,Delivered,10175,4331.84,Bank Transfer
200718,2024-08-05,2024-08-11,Disputed,10872,3211.69,Bank Transfer
200719,2024-05-24,2024-06-02,Disputed,10819,2325.64,Credit Card
200720,2024-10-14,2024-10-16,Delivered,10298,7031.5,Bank Transfer
200721,2024-04-18,2024-04-21,Disputed,10043,7109.45,Bank Transfer
200722,2024-08-01,2024-08-04,Cancelled,10132,4180.64,Credit Card
200723,2024-06-05,2024-06-07,Cancelled,10868,2065.58,COD
200724,2024-08-07,2024-08-17,Shipped,10300,2766.72,COD
200725,2024-02-28,2024-03-09,Disputed,10964,5232.33,COD
200726,2024-06-24,2024-07-04,In Process,10461,2823.31,Invoice
200727,2024-01-23,2024-01-31,Cancelled,10755,455.79,Credit Card
